Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
Port'Alegre,Brussels,[],4.0,,18.0,"Good food, great price, superb cachaça, Good and cheap in St. Gilles",24341
Mar Azul,Brussels,Spanish,3.5,,12.0,cheap and cheerful,24342
La Grenouille Bleue,Brussels,French,3.5,,11.0,Do not skip this place based on its looks.,24343
Be Lella,Brussels,"('French', 'European', 'Gastropub')",4.5,100.0,44.0,"Interesting food for hotel restaurant, Modern and comfortable, good cuisine",24344
Ralph's Bar,Brussels,"('Bar', 'Pub')",3.0,50.0,25.0,"Best atmposphere with The best drinks!, Place Luxembourg on a Thursday evening",24345
McDonald's Bruselas,Brussels,"('American', 'Fast Food')",3.5,20.0,72.0,"Very good!!!, fast moving",24346
The Cottage,Brussels,[],3.5,,7.0,"Super Restuarant at Parc Elisabeth!, Delicious food in a very cosy place",24347
Eccome No,Brussels,"('Italian', 'Pizza', 'Mediterranean', 'European')",4.0,20.0,47.0,"Better then mama roma, A oublier",24348
Nomadic,Brussels,[],4.0,,4.0,,24349
Le Mayeur,Brussels,Grill,4.0,50.0,8.0,,24350
Pizza Pazzia,Brussels,Italian,3.5,,7.0,,24351
La Grillade Petits Os,Brussels,"('Barbecue', 'Greek')",4.0,50.0,26.0,"""Its the fingers that give the taste to th...""",24352
La Table,Brussels,"('French', 'Belgian', 'European')",3.5,50.0,19.0,"Overpriced, Overpriced",24353
Pasta Queen,Brussels,"('Italian', 'European')",3.5,50.0,56.0,"Good restaurant, ""Nice place with 70s retro ambience""",24354
Hotel Matignon Restaurant,Brussels,[],3.0,,10.0,"Good for a quick bite., Enjoyable meal in central city setting",24355
YDCO,Brussels,"('Belgian', 'European')",3.5,50.0,6.0,"Over rated and over priced, Rotary Club plaque suggested good restaura...",24356
Snack Vanderkindere,Brussels,[],3.5,,7.0,,24357
Donki,Brussels,Mexican,3.5,,4.0,"Good & fast 🌯, Belgian way to Burrito",24358
Le Grill,Brussels,[],4.0,,14.0,"Fantastic set menu, Spur of the Moment Lunch...So Nice",24359
Nihon Shoku,Brussels,[],3.5,,3.0,A real japanese restaurant with savourous...,24360
Brasserie Heydenberg,Brussels,[],3.5,,5.0,,24361
Voltaire,Brussels,[],3.5,,8.0,,24362
La Romana,Brussels,"('Italian', 'Pizza')",3.0,50.0,29.0,"Odd waiter service, Not that bad",24363
Brasserie Le Triton,Brussels,[],3.5,,13.0,Uncaring for Mothers with Children,24364
Brasserie Belle-Vue,Brussels,"('French', 'Belgian', 'European')",3.5,20.0,7.0,"""Im a sucker for stoemp""",24365
Chalet de la Pede,Brussels,"('Belgian', 'European', 'French')",3.0,50.0,81.0,"Outdated, The place to be",24366
Orient Kitchen,Brussels,Chinese,3.5,20.0,9.0,Abundance of food,24367
La Marmite,Brussels,[],4.0,,4.0,"Social project, prices according to budget",24368
Le Brosella,Brussels,"('Belgian', 'European', 'Bar', 'Pub')",3.0,50.0,55.0,"Brosella in the center of brussels, A great little restaurant just of the main...",24369
Cafe Bota,Brussels,Belgian,3.0,50.0,81.0,"Good pasta, service could be better, Good for a drink",24370
Victoria Bar,Brussels,[],3.5,,12.0,"OK place for a drink before a movie, Chic atmosphere and great menu",24371
La Vieille Maison,Brussels,European,3.5,,13.0,"AWFUL FOOD, Delicious home-style Bulgarian food",24372
Luna Di Miele,Brussels,"('Italian', 'Mediterranean')",3.5,50.0,32.0,"Great food, excellent service and fair pri..., Lovely italian food ♥",24373
Marcel BurgerBar,Brussels,"('American', 'Vegetarian Friendly')",3.0,50.0,129.0,"Good burgers but way too expensive, Nice burger place for Brussels",24374
Atelier en Ville,Brussels,[],3.5,,10.0,Not so interesting,24375
Wok Indonesia Flagey,Brussels,"('Asian', 'Indonesian', 'Halal')",4.0,20.0,13.0,"Exotic lunch in Brussels, They need a lesson in customer service",24376
De Gouden Boom,Brussels,[],4.0,,9.0,"Hard to find pretty good food, Really fresh and good, perfect with childr...",24377
Saint Ors,Brussels,European,4.0,50.0,9.0,"Very handy to Hilton Grand Place, Very bad experience",24378
Sabor Latino,Brussels,[],3.5,,4.0,"Surprising discovery - the real taste from..., Worst latino ever",24379
CHEZ THEO LE GREC,Brussels,French,3.5,50.0,11.0,Pestered away by the staff,24380
Brasserie des etangs,Brussels,"('Belgian', 'European')",3.5,,4.0,,24381
Mamma Roma Boondael,Brussels,Italian,3.5,20.0,24.0,"Excellent pizza snack, the rest is just ok, I was overcharged and cheated on",24382
L'Olivier de Provence,Brussels,[],4.0,,7.0,,24383
Foro Romano II,Brussels,"('Italian', 'Pub', 'Gastropub')",3.5,50.0,27.0,"Drink, Disappointing",24384
Marliere,Brussels,[],5.0,,4.0,Cosy bakkery with a lot of variety,24385
Sett,Brussels,[],3.5,,10.0,Nothing more than average,24386
Le Parioli,Brussels,[],4.5,,4.0,A nice sandwich place,24387
Al Peperone,Brussels,Italian,3.0,,5.0,,24388
New Africana,Brussels,African,3.5,,2.0,,24389
Bernie's Burgers,Brussels,Fast Food,3.0,20.0,22.0,"OK veggie burger, Better than the usual awful train station...",24390
Le Shimla,Brussels,"('Indian', 'Vegetarian Friendly')",3.5,50.0,60.0,"Good food, Overpriced, Very small portions and chicken was not ma...",24391
Tea for Two,Brussels,[],4.0,,12.0,"cozy place for a tasty bite to eat, If you are a tea lover, this is one of the...",24392
Ristorante la Capranica,Brussels,"('Italian', 'Mediterranean')",3.0,50.0,17.0,"WHAT AN EXCELLENT ITALIAN !!, Just average",24393
Au Chapati,Brussels,Indian,3.5,20.0,15.0,"Victim of its own success?, Good if you have little time and want an I...",24394
Friterie Fontainas,Brussels,[],3.5,,17.0,"Good old french fries :), best frites i had in Brussels",24395
La Mer Bleue,Brussels,[],3.5,,3.0,,24396
Sucre Sale,Brussels,"('Cafe', 'European', 'Vegetarian Friendly')",3.0,50.0,71.0,"Quite expensive for a usual breakfast, Best Sandwiches in Brussels",24397
Chez Moi,Brussels,French,3.5,,2.0,Beats Eating in a Hotel,24398
John & Rose,Brussels,[],3.5,,8.0,"Quite expensive, questionnable service but...",24399
Le Cabestan,Brussels,"('French', 'Brew Pub', 'Bar', 'Pub')",3.5,20.0,29.0,"we were all sick, Great for a beer in the Square",24400
Au Suisse,Brussels,"('Belgian', 'European')",3.5,20.0,131.0,"Great if you love mayonnaise, Delicious",24401
L’Orient Express,Brussels,[],3.5,,4.0,"Good for a short lunch, Just a simple food",24402
Artipasta,Brussels,Italian,3.0,50.0,30.0,"High price low quality, The worst ever",24403
Cote a Cote,Brussels,"('French', 'Halal')",3.5,50.0,42.0,"Nice, Best meal we had in Brussels",24404
Maxime,Brussels,[],3.5,,2.0,,24405
La Fattoria,Brussels,"('Italian', 'Mediterranean', 'European')",3.5,50.0,91.0,"Customer service at its worst!, best italian food",24406
Cafe Vergnano 1882,Brussels,"('Italian', 'Mediterranean')",3.0,50.0,15.0,"""Its All About Location"", ""For caffe and cappuccino, most probably t...""",24407
La Bastoche,Brussels,"('Italian', 'Belgian', 'European')",3.0,20.0,108.0,"Good, New Managment - cleaner, neater, better",24408
Kip'kot,Brussels,[],3.0,,22.0,"Disgusting, Great Spot to Nibble",24409
Brasserie Bloem,Brussels,"('French', 'Belgian', 'Moroccan', 'Mediterranean', 'European')",3.5,,4.0,Positively surprised,24410
Ristorante Pizzeria Giuseppe,Brussels,"('Italian', 'Pizza', 'European', 'Mediterranean')",3.0,50.0,34.0,"Evening meal, Average experience",24411
Le Dolores,Brussels,[],4.0,,7.0,"""Nice small gay bar in one of Brussels gay..."", Do not go there!!! Drugs and Aggressive Ow...",24412
La Piazza,Brussels,"('Italian', 'European', 'Pizza')",3.0,50.0,98.0,"Dark restaurant, appalling food!, Piazza / Woluwe",24413
L'Equinoxe,Brussels,[],3.5,,9.0,"Central Brussels, Centrally located.......",24414
Tian Yuan House,Brussels,Chinese,3.0,,10.0,,24415
Chez Clementine,Brussels,"('Belgian', 'European')",3.0,20.0,38.0,"Cheats!, Good fries",24416
Le Faucon,Brussels,"('Belgian', 'Bar', 'European')",3.0,50.0,132.0,"Average dinner, Not that great",24417
Dam'Tartines,Brussels,[],4.0,,3.0,Best Sandwich in the area!,24418
The Verdant,Brussels,[],3.5,,7.0,,24419
L' Auberge de Boendael,Brussels,[],3.5,,2.0,,24420
Poussieres d'Etoiles,Brussels,"('Asian', 'Vietnamese', 'Thai')",3.0,50.0,56.0,"Enjoyable and good value, good Vietnamese",24421
Le Jade,Brussels,"('Chinese', 'European')",3.0,,4.0,"Quick Ready Service, Great food but not made to feel welcome",24422
Lebanon House,Brussels,"('Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly')",3.5,50.0,58.0,"We have eaten to better Lebanese, Tasteless food, decent staff",24423
Brother and Sister,Brussels,[],3.0,,2.0,"""Ill be not back""",24424
Seun Hing,Brussels,[],3.5,,2.0,,24425
l'arabesque,Brussels,"('Moroccan', 'Mediterranean')",4.0,50.0,44.0,"Tajine kefta is good, Vegetarian delight",24426
Brasserie Poelaert,Brussels,French,3.5,50.0,11.0,"Diner, Not so good",24427
Ispahan,Brussels,[],3.5,,3.0,"Service with smile, Rather boring food",24428
Borsalino,Brussels,Italian,3.5,50.0,8.0,"No card payments, Nice",24429
Bia Mara,Brussels,"('Seafood', 'Fast Food', 'European', 'British')",3.5,,4.0,,24430
Fabrice Collignon,Brussels,[],4.0,,20.0,"Pretenciouse chokolatier, Undisputedly the best ""patisserie fine"" in...",24431
Le Relais forestier,Brussels,[],3.5,,2.0,,24432
Be Lyn's,Brussels,[],4.0,,3.0,"Very nice restaurant, Great Cozy spot with patio/garden near Lou...",24433
L'arriere Cuisine,Brussels,"('Belgian', 'European')",4.0,,3.0,Excellent place for a afternoon break,24434
Etxrbarri,Brussels,Spanish,3.5,,3.0,"Very good spanish products, rooms for improvement",24435
Quick Giant Bar,Brussels,[],3.5,,3.0,,24436
k-nal,Brussels,[],4.0,,2.0,Great place to salsa dance in Belgium,24437
Skyroom,Brussels,[],3.5,,3.0,,24438
Read Eat,Brussels,[],3.5,,2.0,,24439
Taverne Restaurant le Mazarin,Brussels,"('Belgian', 'European')",3.5,20.0,4.0,Try the Osso-Bucco,24440
Winery Boitsfort,Brussels,"('Belgian', 'Mediterranean', 'European', 'Soups')",3.5,50.0,4.0,,24441
Foodsquare Bar Brasserie,Brussels,French,3.0,50.0,28.0,"Mixed experience but kid-friendly, Layover hotel bar",24442
Signora AVA,Brussels,"('Mediterranean', 'Italian', 'European', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options')",4.0,50.0,79.0,"Lovely set up & light - fresh Italian!, Small cozy Italian restaurant. Good food.",24443
Les Freres Sen,Brussels,"('Fast Food', 'Turkish')",4.0,50.0,3.0,,24444
El camion - Cantina Mexicana,Brussels,[],3.0,,14.0,"Average Mexican, Moijto madness!",24445
Il Mediterraneo,Brussels,"('Italian', 'Mediterranean')",3.5,50.0,28.0,"Great food, A haven for a stressed traveller",24446
Sushiworld,Brussels,"('Japanese', 'Sushi')",3.0,50.0,22.0,"Worse sushis ever: salmon skin and fat!, A small coosy sushi place in Brussels",24447
Coaster City,Brussels,[],3.5,,3.0,Great happy hour,24448
Yeti,Brussels,"('European', 'Contemporary', 'Healthy', 'Vegetarian Friendly', 'Gluten Free Options')",3.0,50.0,199.0,"Price/quality ratio poor, Working My Way Back Home",24449
Sushiline,Brussels,"('Japanese', 'Sushi')",3.5,50.0,5.0,Very bad quality,24450
Rugantino,Brussels,"('Italian', 'European', 'Pizza')",3.5,,41.0,"Closed, Decent pizzeria",24451
Refresh Brussels,Brussels,"('Cafe', 'Fast Food', 'International', 'Fusion', 'Healthy')",4.5,20.0,3.0,,24452
Wokup2,Brussels,Chinese,3.0,,19.0,"Quick bite, Ok for a late snack",24453
Pizza di Legno,Brussels,Italian,3.0,20.0,14.0,"Great pizza and awesome speculos tiramisu, Nice staff, great pizzas",24454
Le Beguinage Taverne-Restaurant,Brussels,Pub,3.5,,7.0,,24455
Rich and Classic Steak House,Brussels,[],3.5,,4.0,Scam,24456
Restaurant Le Lion,Brussels,Chinese,3.5,50.0,4.0,,24457
La Cantine des Halles des Tanneurs,Brussels,European,3.5,50.0,8.0,Basic food in a nice place to visit,24458
La Table de St Pierre,Brussels,French,4.0,20.0,5.0,Avoid if you are less than 80 years old,24459
Break de l'abbaye,Brussels,"('Belgian', 'European')",3.5,20.0,11.0,"Great place for breakfast, Very nice family business",24460
McDonald's,Brussels,"('American', 'Fast Food')",3.0,20.0,61.0,"Charge for toilet, Martin, Cara and I 🍔🍔🍔🍔🍔",24461
Aux Arcades,Brussels,Seafood,2.5,,9.0,"Average Food, Oh my goodness! What a terrible place.",24462
En Face,Brussels,"('Brew Pub', 'Pub', 'Wine Bar', 'Street Food')",3.5,20.0,9.0,Hospitality,24463
Elise,Brussels,"('Steakhouse', 'European', 'Barbecue', 'Grill')",3.5,50.0,85.0,"Exquisit meat in an intimate, cosy atmosph..., Terribly rude manager",24464
Shinwi,Brussels,"('Chinese', 'Asian', 'Thai', 'Halal')",3.5,50.0,47.0,"Asian delight, Nice food, but the service is terrible",24465
L'Oncle de Margaux,Brussels,French,3.0,50.0,34.0,"A neighborhood gem!, Have the ""Lunch"" for lunch",24466
La soeur du patron,Brussels,French,3.5,50.0,28.0,"The one is auderghem is much better, Customer Event",24467
Spicy Grill,Brussels,"('Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options')",3.5,50.0,109.0,"Good food, reasonable portions, Good food but expensive",24468
Kaaicafe,Brussels,International,3.5,20.0,22.0,"Maybe they give Chinese massage to tomatoe..., Great place for lunch or work",24469
Capoue De Wand,Brussels,[],3.5,,4.0,,24470
O Bonnet d’Ane,Brussels,"('French', 'Belgian', 'European')",3.5,50.0,20.0,"Simple and good, Always excellent. Toujours excellent!",24471
Le Pre Vert,Brussels,[],3.0,,12.0,,24472
Wybeck,Brussels,[],3.5,,11.0,"Not the best coffee, Brunch",24473
La Perle d'Uccle,Brussels,[],3.0,,12.0,"Well worth a visit, Brasserie simple, style retro",24474
L'Atelier Europeen,Brussels,"('Belgian', 'European', 'French')",3.5,50.0,77.0,"Pretty average, Warm welcome, great food",24475
Bar a Tapas,Brussels,"('Mediterranean', 'European', 'Spanish')",3.0,50.0,144.0,"Not worth your time and money, ""DONT GO HERE""",24476
Fritkot Bompa,Brussels,[],3.5,,11.0,"Perfect Chips, Best french fries in that area",24477
L'unique,Brussels,"('Bar', 'Pub')",3.0,,12.0,,24478
Resto . Bar,Brussels,"('International', 'Fusion')",3.5,50.0,15.0,"Great mussels in brussels ;), Delightful find",24479
Bouddha's Garden,Brussels,Asian,3.5,20.0,12.0,Lottery playing with the menu,24480
Chilli Grill,Brussels,"('Indian', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Halal')",4.5,20.0,20.0,"Amazing food and hospitality, I love this place!",24481
Pizza Fresca,Brussels,"('Italian', 'Pizza', 'European', 'Vegetarian Friendly')",3.5,50.0,53.0,"Never order Online, A screw in the pizza!",24482
Chez Josy,Brussels,French,3.5,,8.0,,24483
Foodsquare,Brussels,[],3.5,,9.0,"only if you have a tight budget, Go across the street to Champangenoteque",24484
D'ici Et D'ailleur,Brussels,[],3.5,,5.0,Good food bad service,24485
Youwok,Brussels,Asian,3.5,,7.0,Fresh fast food,24486
Daniell's Tavern,Brussels,"('Belgian', 'European', 'Pub')",4.0,,3.0,Nice bar,24487
Les Tropiques,Brussels,African,3.5,50.0,15.0,"Nice way to try the African kitchen, Worth a try",24488
L'Apero d'Uccle,Brussels,"('Bar', 'Pub')",3.5,,2.0,,24489
La Fourchette Du Meir,Brussels,"('Belgian', 'European', 'French')",3.5,50.0,18.0,Excellent!,24490
Story'Inn,Brussels,"('American', 'Steakhouse', 'Belgian', 'Barbecue', 'European', 'Grill')",3.5,50.0,8.0,"""Burgers via Takeaway.com"", Nice and chilled place",24491
Raconte-moi des salades,Brussels,[],3.5,,71.0,"Great food, great area, used to be good, ...",24492
Bla Bla Gallery,Brussels,[],4.0,,24.0,"Really good Sunday brunch, worth the visit, THE VERY BEST SUNDAY BRUNCH IN THE TOWN",24493
Sushi's Stockel,Brussels,"('Japanese', 'Sushi')",3.0,,7.0,"Super fresh - made to order, Bizarre experience",24494
Fu Bao,Brussels,Japanese,3.5,20.0,11.0,Good noodles,24495
Pirate Grec,Brussels,"('Mediterranean', 'Greek')",3.0,50.0,43.0,"Not great, ""Dont bother""",24496
La Table du Domaine,Brussels,"('Belgian', 'European')",3.0,50.0,31.0,Good brasserie food at reasonable price,24497
Australian Home Made Ice Cream,Brussels,[],3.0,,3.0,,24498
La Pouletterie,Brussels,[],3.0,,7.0,"Good idea, but..., foodtruck in a garaga",24499
J'M Sushi,Brussels,[],3.0,,14.0,"Sushi, food is okay but smelly",24500
Vespa Cafe,Brussels,Italian,3.0,50.0,21.0,"Expensive and not extraordinary, Italian",24501
L'Arrosoir,Brussels,"('French', 'Mediterranean')",3.5,100.0,29.0,"They have lost the original charm, Nice and cosy",24502
Le Sanglier,Brussels,"('French', 'Belgian', 'European')",3.0,50.0,6.0,Away from the crowd,24503
Village du Pain,Brussels,[],3.0,,20.0,"Peaceful lunch break, Nice pleasant atmosphere and very reasonab...",24504
Touch Burger,Brussels,[],3.5,,4.0,,24505
Imperial Palace,Brussels,"('Chinese', 'Asian')",4.0,,15.0,"It was all going Ok until..., Some of the best Chinese",24506
Phoolan,Brussels,International,3.5,100.0,11.0,"A bit expensive, Does not exist anymore! :(",24507
Brussels Pattiserie,Brussels,[],3.5,,5.0,"A nice place to stop off for a coffee, Fresh bakery",24508
Les Dou' Delices,Brussels,"('Italian', 'Moroccan', 'Cafe', 'Mediterranean')",4.0,,4.0,,24509
Friterie Michel,Brussels,[],3.5,,4.0,"Fatty, Really worth it!",24510
Focolare,Brussels,"('European', 'Italian', 'Pizza', 'Healthy', 'Vegetarian Friendly')",3.5,50.0,33.0,"One of the best in the area, Enthusiast staff..let them grow",24511
Tapas Y Mas,Brussels,"('Mediterranean', 'European', 'Spanish')",3.5,50.0,59.0,"""Listen to the server -- shes Portuguese"", Love the tapas there",24512
Osteria Delle Stelle,Brussels,Italian,3.5,50.0,14.0,"CLOSED, Italian gastronomy in an amazing Art Nouve...",24513
Le Mounier,Brussels,[],3.5,,19.0,,24514
Crusty Time,Brussels,[],3.5,,2.0,Great lunch place for sandwiches & salads,24515
Specialite de Wen Zhou,Brussels,Chinese,3.5,,2.0,The place to be to get some delicious baoz...,24516
La Ferme Du Wilg,Brussels,"('French', 'Grill')",3.0,50.0,61.0,,24517
Le Milord,Brussels,[],3.5,,5.0,,24518
Point Albert,Brussels,"('Italian', 'French', 'Belgian', 'European', 'Asian')",4.0,100.0,2.0,"Perfect cercle on the square: healthy, ins...",24519
Chez Montaigne,Brussels,"('European', 'Italian', 'French', 'Gastropub')",3.5,50.0,56.0,"Mainly burgers, Excellent",24520
duhkar,Brussels,"('Asian', 'Tibetan')",4.0,50.0,2.0,,24521
Le Plattesteen,Brussels,"('French', 'Belgian', 'Bar', 'International', 'European')",3.5,20.0,225.0,"Lunch time staple, ""Good food, but I think theyre understaffe...""",24522
Quick,Brussels,"('French', 'Belgian', 'Bar', 'International', 'European')",3.0,20.0,42.0,"belgium version of mc donald, So so burgers and fries",24523
Le Meiser,Brussels,French,3.5,,2.0,,24524
le Franklin,Brussels,"('Belgian', 'European')",3.5,,5.0,"Nice, Place for a serious beer",24525
Lunch Garden,Brussels,[],3.0,,21.0,"Lots of choices - loved the mussels!, typical cafeteria food",24526
Le Pain Quotidien,Brussels,[],3.5,,7.0,Good food,24527
Jardin Van Gogh,Brussels,"('French', 'Belgian', 'Seafood', 'European')",3.0,50.0,136.0,"service was friendly and quick - food (mou..., Not bad, not good",24528
Parnasse Bistro,Brussels,"('Belgian', 'European')",3.5,50.0,24.0,"Located inside Renaissance Hotel, Nice servers and staff. Mediocre food.",24529
Cote Sushi,Brussels,[],3.0,,19.0,,24530
Brussels Brasserie,Brussels,"('Belgian', 'Bar', 'European', 'Gastropub')",3.0,50.0,56.0,"Only position, Position",24531
La Canardiere,Brussels,Italian,3.5,,10.0,,24532
O Beniz,Brussels,[],3.5,,3.0,,24533
Thai Wok,Brussels,"('Asian', 'Thai', 'Fast Food')",3.0,20.0,54.0,"Tasty food done fast, Awful service - walked out",24534
Cosypasta,Brussels,"('Italian', 'Pizza')",3.0,20.0,14.0,"Good pasta, Good selection of pasta dish and salads",24535
Tokyo,Brussels,Japanese,3.5,100.0,8.0,"Not my Cup of Tea, Too much butter and ceremony!",24536
Zorba,Brussels,Greek,3.0,50.0,21.0,"Not again, Tourist trap",24537
Brasserie des Arts,Brussels,"('Italian', 'Mediterranean')",3.0,20.0,5.0,"Sunday Evening Meal, Not coming back",24538
Le pain de l'Abbaye Snack-Resto,Brussels,French,3.5,20.0,8.0,Think twice and Double Check what you eat...,24539
Touareg,Brussels,"('Moroccan', 'Mediterranean')",3.5,50.0,48.0,"Average to Good Meal, AWFUL SERVICE AND CHEATED AS WELL",24540
Kumiko Izakaya,Brussels,"('Japanese', 'Asian')",3.0,20.0,23.0,"Leaves a great deal to desire, Ok for a drink but nothing special",24541
La Grotte de Sel,Brussels,[],3.5,,3.0,,24542
Restaurant MIM,Brussels,"('Belgian', 'European', 'Vegetarian Friendly')",3.0,50.0,586.0,"Disappointed, Not very customer-oriented restaurant",24543
Bistrot Le Jourdan,Brussels,[],3.0,,6.0,"Average, horrible food experience",24544
Segafredo Zanetti Woluwe,Brussels,[],3.5,,6.0,Excellent coffee any time of the day,24545
Restaurant Makro,Brussels,"('Belgian', 'European')",3.0,20.0,16.0,"Restaurant level food at cafeteria prices!, Cheap and good",24546
Garnet's,Brussels,"('American', 'Barbecue')",3.0,,5.0,"Could be better, Ok food let down by brusque service",24547
Bella Vita,Brussels,[],3.5,,4.0,"Decent food, lacking service",24548
Orient Kitchen,Brussels,[],3.0,,5.0,,24549
Rouge Piment,Brussels,"('Asian', 'Vietnamese', 'Thai')",3.5,50.0,66.0,"Sour food, empty restaurant, Very nice food!",24550
La Corte Gastronomica,Brussels,"('Italian', 'Pizza', 'Mediterranean', 'European')",3.5,50.0,140.0,"Great location and service but poor qualit..., Okay place",24551
Saveurs de Meknes,Brussels,"('Moroccan', 'Mediterranean')",3.0,20.0,14.0,"Good Felafel Kebab, Food on the way",24552
Amore & Fantasia,Brussels,Italian,3.0,20.0,15.0,"Average Italian restaurant but surprisingl..., If you are a pizza lover, you would surely...",24553
Ping,Brussels,Chinese,3.5,,3.0,Real Sichuan Food in the heart of Brussels,24554
Parnasse Steakhouse,Brussels,"('French', 'Steakhouse', 'Belgian', 'European', 'Grill')",3.5,,14.0,"Excellent rib eye and great service, Poor excuse for a hotel restaurant",24555
La Bella Italia,Brussels,[],3.0,,21.0,"Best Italian traiteur in Uccle, Very expensive Trattoria",24556
Frederiksborg,Brussels,"('Belgian', 'Bar', 'European', 'Pub', 'French')",3.5,50.0,65.0,"Not an authentic croque Monsieur, The best place in the neighbourhood for a...",24557
Bar Tapas,Brussels,"('Bar', 'Spanish', 'Mediterranean', 'European')",4.0,50.0,34.0,"Surprising good!, Great atmosphere and good tapas food",24558
Ciccio Bello,Brussels,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly')",3.0,50.0,134.0,"Go for beer, not food, Perfect for a night out, great food",24559
Le Paidia,Brussels,[],3.0,,4.0,Distinctly averga,24560
Sogno d'Italia,Brussels,"('Italian', 'European', 'Mediterranean')",3.5,50.0,111.0,"""I wont go back"", medium to all",24561
Colpan Lunch,Brussels,"('Bar', 'Pub')",3.5,,3.0,Not a good idea,24562
Euro London Sprl,Brussels,"('Belgian', 'European')",3.0,50.0,13.0,"Beatiful place but would benefit from bett..., Soso",24563
The Library,Brussels,"('Belgian', 'European')",4.0,,4.0,"""Inside Wiltchers""",24564
Music Hall,Brussels,[],3.0,,5.0,,24565
O'Tacos,Brussels,[],4.0,,9.0,"""This place has nothing to do with tacos w...""",24566
Tchin Tchin,Brussels,Thai,3.0,50.0,26.0,"Worth a visit, Great value for money for fresh food with...",24567
L'Epicerie,Brussels,French,3.5,50.0,10.0,"Good food quality, Service was attentive...enjoyed it!",24568
Hama Shin,Brussels,Japanese,3.0,,3.0,"Excellent Japanese Cuisine, If you can live with a rigid and very unfr...",24569
Friterie Stalle,Brussels,[],3.0,,2.0,,24570
Au Palais des Indes,Brussels,"('Indian', 'Vegetarian Friendly')",3.0,50.0,156.0,"Amazing Indian Food, Good Indian food with Bollywood cine actor...",24571
Le Grand Bi,Brussels,"('European', 'Central European')",3.0,50.0,3.0,"Evening Meal in Brussels, Not bad for the price.",24572
Portofino Paradiso,Brussels,"('Italian', 'Seafood')",3.0,50.0,6.0,"Correct price / value, Every once in a while you can eat some ver...",24573
La Brioche,Brussels,"('Belgian', 'European')",3.0,50.0,42.0,"""Want just an omelet? Heres the place"", Good for light food",24574
Le Makossa,Brussels,[],4.5,,4.0,Excellent value and worth the trip!,24575
Da Claudio,Brussels,"('Italian', 'Mediterranean', 'European', 'Pizza')",3.5,50.0,84.0,"Smoking in a restaurant? Come on..., Lovely neighbourhood Italian restaurant",24576
Brasserie Couleur Cafe,Brussels,"('Belgian', 'European')",3.0,50.0,23.0,"One of the best Carbonaras, ever!, A happy place with excellent food",24577
le tambourin d'aulac,Brussels,Asian,3.5,,2.0,,24578
La Serenata,Brussels,Italian,3.0,,17.0,"A nice Italian restaurant near Zaventem ai..., Mediocre food, sad service",24579
La Fleur De Papaye,Brussels,"('French', 'Vietnamese')",2.5,50.0,14.0,"Very tasty food and very nice service. Not..., Poor Asian restaurant in Brussels",24580
Mezza Luna,Brussels,"('Italian', 'Pizza', 'Vegetarian Friendly')",3.0,50.0,58.0,"Hard to fault, GOOD PLACE FOR PIZZA",24581
K. Touch,Brussels,Thai,3.0,50.0,91.0,"Loved it, Nothing special about this basic thaï rest...",24582
Thai Express,Brussels,Thai,3.0,20.0,7.0,Good Thai in the neibourhood!,24583
Wazawok,Brussels,[],3.0,,12.0,"Terrible, Nice discovery",24584
Bar a Tapas IXELLES,Brussels,Spanish,3.0,50.0,60.0,"Ok for a short drop-in, Belgian quality !! Belgian price !! Nothin...",24585
l'Eau a La Babouche,Brussels,[],3.0,,10.0,,24586
Pizzeria Merveillosa,Brussels,[],3.5,,3.0,"pathetic snack, Very good food and service",24587
Snack Athenes,Brussels,"('Greek', 'Vegetarian Friendly')",5.0,20.0,8.0,Excellent food for low prices,24588
Lounge Time,Brussels,[],3.0,,18.0,Great view on the parc Astrid in a trendy...,24589
Le Brueghel,Brussels,"('Italian', 'Belgian')",3.5,50.0,171.0,"Bloody waiters, Tourist trap",24590
Villa Vera,Brussels,[],3.5,,3.0,"A cosy , old fashioned place",24591
Jars for Belvue,Brussels,[],3.0,,6.0,"Find somewhere better. tired, dried up foo..., Great lunch spot",24592
Brasserie du musee,Brussels,French,3.0,50.0,18.0,"Always seems closed, Gone downhill",24593
De Confrater,Brussels,[],3.0,,2.0,"Price quality bargain, Longest to-go order ever",24594
Le Faucon-Den Valck,Brussels,[],3.0,,15.0,"Good solid pub food, Average food but nice location",24595
Visconti,Brussels,[],3.5,,3.0,nice simple kitchen,24596
Le Centenaire,Brussels,[],3.5,,10.0,Beautiful at autumn,24597
Beurskafee,Brussels,[],4.0,,7.0,"""If only there wouldnt be so much waste!"", One of the best hangouts in Brussels",24598
Azeb Cafe,Brussels,"('African', 'Ethiopian')",4.0,50.0,7.0,"Yummy ethopian food for fair price, An eclectic experience",24599
Roxi Cafe,Brussels,"('Belgian', 'Bar', 'European')",3.0,50.0,73.0,"fully robotized brasserie, Excellent",24600
Al Campanile,Brussels,Italian,5.0,50.0,3.0,,24601
