Name,City,Cuisine,Rating,Price,Count,Reviews,RestID
Martine of Martine's Table,Amsterdam,"('French', 'Dutch', 'European')",5.0,50.0,136.0,"Just like home, A Warm Welcome to Wintry Amsterdam",1
De Silveren Spiegel,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,812.0,"Great food and staff, just perfect",2
La Rive,Amsterdam,"('Mediterranean', 'French', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,100.0,567.0,"Satisfaction, Delicious old school restaurant",3
Vinkeles,Amsterdam,"('French', 'European', 'International', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",5.0,100.0,564.0,"True five star dinner, A superb evening of fine dining, hospitali...",4
Librije's Zusje Amsterdam,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,316.0,"Best meal.... EVER, super food experience",5
Ciel Bleu Restaurant,Amsterdam,"('Contemporary', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,745.0,"A treat!, Wow just Wow",6
Zaza's,Amsterdam,"('French', 'International', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1455.0,"40th Birthday with my Family, One of the best meals ever!",7
Blue Pepper Restaurant And Candlelight Cruises,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,675.0,"Great Experience, A true delight",8
Teppanyaki Restaurant Sazanka,Amsterdam,"('Japanese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,923.0,"Great Food & Service!, Superior food and exciting setting around...",9
Rob Wigboldus Vishandel,Amsterdam,"('Dutch', 'Seafood', 'Fast Food')",4.5,20.0,450.0,"Excellent Herring, Lovely, rustic fish shop in the smack of A...",10
The Happy Bull,Amsterdam,"('American', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,295.0,"Simply AMAZING!, Delicious Burgers",11
Gartine,Amsterdam,"('French', 'Dutch', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,967.0,"A hidden gem, Fantastic!",12
Restaurant Adam,Amsterdam,"('French', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,368.0,"Love it!, As pure as Paradise: Adam!",13
Biercafe Gollem,Amsterdam,"('Bar', 'Pub')",4.5,50.0,586.0,"Awesome little pub, An amazing little place with a vast choice...",14
Restaurant Daalder,Amsterdam,"('French', 'Dutch', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,1246.0,"Best meal of our trip, It was like falling in love..",15
Greenwoods Keizersgracht,Amsterdam,"('Dutch', 'Cafe', 'European', 'British', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1391.0,"So. Much. Food, Hidden Gem",16
Omelegg - City Centre,Amsterdam,"('Dutch', 'European', 'Healthy', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,20.0,1633.0,"Brunch, Worth the wait!",17
Brasserie Ambassade,Amsterdam,"('French', 'Bar', 'International', 'European', 'Seafood', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,958.0,"Wonderful Christmas dinner, Fantastic restaurant with impeccable servi...",18
Sherpa Restaurant,Amsterdam,"('Indian', 'Tibetan', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,426.0,"Very good tibetan and indian food, Wonderful meal",19
La Maschera Lillotatini,Amsterdam,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly')",4.5,50.0,421.0,"Fabulous Italian Food, One of the best meals of my life!",20
Senses Restaurant,Amsterdam,"('International', 'European')",4.5,100.0,1380.0,"Always A Special Experience, Excellent",21
MOS Amsterdam,Amsterdam,"('French', 'Dutch', 'Seafood', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,239.0,"Amazing Place, Four course feast!",22
Restaurant Vlaming,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,996.0,"nice, Review of vlaming",23
Arendsnest Dutch Beer Bar,Amsterdam,"('Dutch', 'Bar', 'Pub')",4.5,,716.0,"""Its a definitive must visit for beer enth..."", Great Beer in a cozy little spot",24
Jacketz,Amsterdam,"('Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1958.0,"Excellent quality baked potato, AMZING !!",25
Greenwoods Singel,Amsterdam,"('Cafe', 'European', 'British', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,2360.0,"Great Breakfast, Amazing food !",26
Bord'Eau,Amsterdam,"('French', 'International', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,666.0,"One of the best restaurants in Europe, Amazing food, marred by chaotic service",27
Omelegg - De Pijp,Amsterdam,"('Dutch', 'Cafe', 'European', 'Healthy', 'Central European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,1642.0,"BEST BREAKFAST, Amazing breakfast 😍",28
Harmsen,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,344.0,"Last night in Amsterdam, Definitely will return",29
Brasserie SenT,Amsterdam,"('Barbecue', 'French', 'Steakhouse', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,646.0,"except;;ent, These people know what they are doing!",30
MAX Amsterdam,Amsterdam,"('European', 'Contemporary', 'Indonesian', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1869.0,"Our Must-Do, Great Indonesian Fusion",31
Restaurant Argentino Luna,Amsterdam,"('Steakhouse', 'Latin', 'Barbecue', 'Argentinean', 'South American', 'Gluten Free Options')",4.5,50.0,821.0,"Excellent, Great little find",32
Lombardo's,Amsterdam,"('Barbecue', 'American', 'Grill', 'Delicatessen')",4.5,50.0,2052.0,"Best burger in the world so far, How burgers should be!",33
Midtown Grill,Amsterdam,"('Barbecue', 'American', 'Steakhouse', 'European')",4.5,100.0,1181.0,"Mouthwatering dry aged heavenlyness, Great food",34
Eatmosfera Ristorante,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,973.0,"Great authentic Italian food, The food tasted great, but they were not v...",35
Broodje Bert,Amsterdam,"('Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,685.0,"5*, Best Desserts ever",36
Jacketz Nieuwendijk,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,264.0,"The King of potatoes, 10/10",37
Toastable Nieuwendijk,Amsterdam,"('Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,308.0,"""Very filling, Id definitely come back"", Delicious food great value!",38
Tales and Spirits,Amsterdam,"('Bar', 'European', 'International', 'Vegetarian Friendly')",4.5,50.0,697.0,"Great Old Fashioned, The best cocktails!",39
Krua Thai Classic Restaurant,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,465.0,"Busy place with tasty Thai food and new fo..., Nice Thai restaurant in Amsterdam",40
Bussia,Amsterdam,"('Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,959.0,"What an unexpectedly great end of a long d..., Excellent tasting menu",41
Ashoka Restaurant,Amsterdam,"('Indian', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,718.0,"Perfect!, Excellent service!",42
The Seafood Bar,Amsterdam,"('Seafood', 'European', 'Soups', 'Gluten Free Options')",4.5,50.0,4709.0,"Tasty fish and generous portions, Excellent",43
Mossel en Gin,Amsterdam,"('Dutch', 'Seafood', 'International')",4.5,50.0,408.0,"Suprised good food and service, Incredible Seafood and fantastic atmospher...",44
Frens Haringhandel,Amsterdam,"('Dutch', 'Delicatessen', 'Healthy', 'Street Food', 'Seafood')",4.5,20.0,431.0,"Great!, Traditional haring dish.",45
Ivy & Bros,Amsterdam,"('Cafe', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,757.0,"Perfect Lunch Spot in Amsterdam, Unexpected treat next to red light distric...",46
B&B Lunchroom Leidsestraat,Amsterdam,"('Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,403.0,"Delicious, Best sandwich ever!",47
Toastable Koningsplein,Amsterdam,"('Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,781.0,"Ace Toasties, Delicious",48
Nader Grill Steakhouse,Amsterdam,"('Steakhouse', 'Barbecue', 'European', 'Grill', 'Vegetarian Friendly')",4.5,50.0,187.0,"Very good!, Lovely",49
Piadina Bar,Amsterdam,"('Italian', 'Bar', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,508.0,"Tasty and healthy, Amazing christina",50
Mook Pancakes,Amsterdam,"('Dutch', 'European')",4.5,50.0,681.0,"Great!, Our Favourite!",51
Van Kerkwijk,Amsterdam,"('Dutch', 'European', 'Diner', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1995.0,"Like them very much!!!, Two trips to Amsterdam and four dinners at...",52
d&a hummus bistro,Amsterdam,"('Mediterranean', 'Healthy', 'Street Food', 'Lebanese', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,414.0,"Amazing!, Good food and service",53
De Kas,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,1573.0,"If only all could work this way..., A new experience",54
Eetcafe Singel 404,Amsterdam,"('Dutch', 'Cafe', 'European', 'Soups', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,490.0,"Amazing spot, Cozy, warm and delicious food!",55
De Struisvogel,Amsterdam,"('French', 'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,517.0,"Best meal in Amsterdam, A great find",56
Restaurant Johannes,Amsterdam,"('French', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,1065.0,"Unique, Inspired, Exceeded All Expectation..., Best restaurant in Amsterdam",57
The Seafood Bar Ferdinand Bol,Amsterdam,"('Seafood', 'European', 'Gluten Free Options')",4.5,50.0,348.0,"Yum!, Fresh seafood!",58
Guts & Glory,Amsterdam,"('International', 'European', 'Vegetarian Friendly')",4.5,50.0,555.0,"Superb!, Super food, super nice staff",59
Thai Phutakun,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,530.0,"Perfect, Very good food and service",60
Bakers & Roasters,Amsterdam,"('New Zealand', 'Cafe', 'European', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1091.0,"Great place for breakfast, Great food, attentive service, big queues",61
FuLu Mandarijn Amsterdam,Amsterdam,"('Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1801.0,"Delicious!!, New year dinner",62
Pesca,Amsterdam,"('Dutch', 'Seafood', 'Mediterranean', 'Gluten Free Options')",4.5,50.0,756.0,"Unique concept, delicious fish and wine in..., Fresh seafood",63
De Reiger,Amsterdam,"('Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,530.0,"Fantastic atmosphere food beer and service, The food is wonderful but Annelaine is the...",64
The Pantry,Amsterdam,"('Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,2428.0,"Authentic food, but geared to tourists, Authentic and friendly",65
C,Amsterdam,"('International', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,100.0,289.0,"So fantastic, Great lunch at C!",66
The Lobby Nesplein Restaurant & Bar,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,838.0,"Favourite local restaurant, So worth it!",67
Hap-Hmm,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly')",4.5,20.0,510.0,"Hole in wall with great food!, Very good traditional dutch food",68
The Seafood Bar Spui,Amsterdam,"('Seafood', 'European', 'Gluten Free Options')",4.5,50.0,1209.0,"Delicous Food....Great Team, Oysters and champagne",69
La Zoccola del Pacioccone Pizzeria,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,1098.0,"Small but Perfectly Formed, Good Pizza",70
JUN Indonesian Cuisine,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,416.0,"Excellent Indonesian, Delicious flavours, friendly staff",71
Sugo Amsterdam,Amsterdam,"('Pizza', 'Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,445.0,"Good food and Fast Service, Great little place for family lunch",72
Burger Bar,Amsterdam,"('American', 'Bar', 'Fast Food')",4.5,20.0,748.0,"Perfect burger bar, Best burgers !!!",73
Restaurant BREDA,Amsterdam,"('French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,331.0,"Delicious and great menu, Service + food shine here",74
Hemelse Modder,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,562.0,"Exquisite quality all round, Great food and not a tourist trap!",75
Prins Heerlijk,Amsterdam,"('Dutch', 'Cafe', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,425.0,"Breakfast all day!!, Breakfast & Coffee",76
Taj Indian,Amsterdam,"('Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1415.0,"Amazing, Best Indian food ever!",77
Bistrot Neuf Amsterdam,Amsterdam,"('French', 'European', 'Vegetarian Friendly')",4.5,50.0,546.0,"Special “Specials”, First time and very memerable",78
Vlaams Friteshuis Vleminckx,Amsterdam,"('Belgian', 'Dutch', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,1313.0,"Vleminckx sausmeesters fries, Good but not amazzzzzing",79
Bagels & Beans,Amsterdam,"('American', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,1294.0,"It was meant to be, Nice Spot",80
Cafe Piazza,Amsterdam,"('Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,681.0,"Great Italian, Amazing",81
Restaurant RED,Amsterdam,"('Steakhouse', 'Seafood', 'European', 'International')",4.5,50.0,1113.0,"The best surf n turf, Impeccable food and service",82
De Belhamel,Amsterdam,"('French', 'Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,1170.0,"Romantic great food, Superb in every way - delightful meal on t...",83
Barbeque Castell,Amsterdam,"('Steakhouse', 'Barbecue', 'European', 'Gluten Free Options')",4.5,50.0,706.0,"Atmospheric Steak, Very good.. recommended",84
Seasons Restaurant,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1470.0,"Above average Amsterdam, Excellent Choice!",85
Burger Bar,Amsterdam,"('American', 'Fast Food')",4.5,20.0,1379.0,"Great burger, Juicy Burgers!",86
Ava Cyril,Amsterdam,"('Steakhouse', 'Italian', 'Pizza', 'Seafood', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,377.0,"Pizza, Friendly and quirky",87
Restaurant Lt. Cornelis,Amsterdam,"('Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,374.0,"Amazing food, Wonderful!",88
Restaurant Tomaz,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,909.0,"Two votes indeed one, Warm service from Anne in a cold weather",89
Koh-i-Noor,Amsterdam,"('Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1654.0,"Great food, Wonderful visit, v busy",90
Cannibale Royale,Amsterdam,"('American', 'Steakhouse', 'Bar', 'Barbecue', 'European', 'Grill', 'Gluten Free Options')",4.5,50.0,888.0,"favorite in amsterdam!, Outstanding atmosphere and great food and...",91
Cafe de Klos,Amsterdam,"('American', 'Steakhouse', 'Dutch', 'Bar', 'Barbecue', 'European')",4.5,50.0,1833.0,"Ribs that will give you an orgazem, Great restaurant",92
Van Speyk,Amsterdam,"('French', 'Dutch', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1129.0,"moderately priced dutch food, Good dinner",93
Foodhallen,Amsterdam,"('Asian', 'Italian', 'French', 'American', 'Indian', 'Dutch', 'Bar', 'Seafood', 'Fast Food', 'Mediterranean', 'Sushi', 'European', 'Spanish', 'Korean', 'Turkish', 'Grill', 'Vietnamese', 'Street Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1480.0,"Amazing place, great food & vibe - you MUS..., So Many Incredible Choices",94
stout,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options')",4.5,50.0,508.0,"Finer dining, Quick light bite",95
Venus & Adonis,Amsterdam,"('French', 'Dutch', 'International', 'European', 'Grill', 'Steakhouse', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,496.0,"nice room, Great Christmas dinner!",96
Vegan Junk Food Bar,Amsterdam,"('American', 'Bar', 'Fast Food', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,94.0,"Loved it!!!!!, Incredible.",97
Norling Restaurant Amsterdam,Amsterdam,"('Tibetan', 'Nepali', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,637.0,"A pleasant surprise, Excellent Food, intimate atmosphere",98
Pasta e Basta,Amsterdam,"('Italian', 'International', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,867.0,"New Years Eve at Pasta e Basta - Amazing!, Go for the experience",99
Looks Restaurant,Amsterdam,"('Dutch', 'French', 'Seafood', 'International', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,563.0,"Pretty good, Excellent meal, friendly service and delic...",100
Molly Malone's Irish Pub,Amsterdam,"('Irish', 'Bar', 'European', 'British', 'Pub', 'International', 'Vegetarian Friendly')",4.5,50.0,696.0,"A must, Warm and friendly bar",101
Stoop & Stoop Eetcafe,Amsterdam,"('Dutch', 'Bar', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,475.0,"Excellent experience. A MUST if You`re vis..., Great Dutch Food",102
Rijks,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,1088.0,"Very good with reservations, Rounded of an excellent Rijksmuseum experi...",103
Kartika,Amsterdam,"('Asian', 'Indonesian', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,1056.0,"Rijstaffel on a rice plate!, couple dinner",104
The Lobby Fizeaustraat,Amsterdam,"('Dutch', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,174.0,"Great for dinner, Amazing Breakfast!!!",105
Dignita Vondelpark,Amsterdam,"('Dutch', 'Cafe', 'International', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,160.0,"Pancake, Best brunch in Amsterdam",106
Geflipt Burgers - De Pijp,Amsterdam,"('Bar', 'European', 'American', 'Vegetarian Friendly')",4.5,50.0,409.0,"GREAT!, Really good burgers!",107
Ristorante Italia Oggi,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,761.0,"Picked a winner!, Excellent! A little taste of Italy in the...",108
Bakers & Roasters,Amsterdam,"('New Zealand', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,181.0,"Great cafe with excellent food and coffee, Best Breakfast in Amsterdam",109
Jansz.,Amsterdam,"('French', 'International', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,410.0,"Great for a special occasion or a casual d..., Great ambience and food",110
Wurst & Schnitzelhaus Prinsengracht,Amsterdam,"('Pub', 'German', 'Bar', 'European', 'Gluten Free Options')",4.5,50.0,302.0,"It was a great experience, Not perfect but not bad",111
La Perla,Amsterdam,"('Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,690.0,"PORCHETTA meets PIZZA, Very nice experience and good food too!",112
De Biertuin,Amsterdam,"('Dutch', 'Bar', 'European', 'Pub', 'Vegetarian Friendly')",4.5,50.0,318.0,"Perfect match with Brouwerij ‘T Ij, Great place for beer",113
Locanda,Amsterdam,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,93.0,"Gorgeous food, What am absolutely amazing place!",114
Dwaze Zaken,Amsterdam,"('French', 'Dutch', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,388.0,"Cute and delicious, Great coffee",115
Restaurant Black and Blue,Amsterdam,"('Steakhouse', 'European', 'International', 'Gluten Free Options', 'Vegetarian Friendly')",4.5,50.0,1044.0,"Perfection, Delicious",116
IL Pacioccone,Amsterdam,"('Mediterranean', 'Italian', 'European', 'Vegetarian Friendly')",4.5,50.0,1307.0,"Real Italian food, Super lunch in Amsterdam",117
Visaandeschelde,Amsterdam,"('Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,522.0,"Fabulous dinner!, Excellent food, but too crowded and loud",118
Toro Dorado / Quality Steaks,Amsterdam,"('Steakhouse', 'International', 'Grill')",4.5,100.0,1160.0,"Really good quality food !, Very good Argentinian steak house",119
Restaurant Olijfje,Amsterdam,"('Mediterranean', 'European', 'Spanish', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options')",4.5,50.0,335.0,"Fabulous find! :), Perfect NYE Meal",120
Ristorante Savini,Amsterdam,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,664.0,"Excellent little Italian!, Good pasta savini",121
Calf & Bloom,Amsterdam,"('Bar', 'Cafe', 'European', 'Dutch', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,289.0,"Absolutely 5* food and service., Nice informal place",122
Gollem's Proeflokaal,Amsterdam,"('Belgian', 'Dutch', 'Bar', 'European', 'Pub')",4.5,50.0,318.0,"Unmissable!!!, Good beer good food",123
Pianeta Terra,Amsterdam,"('Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options')",4.5,50.0,250.0,"excellent italian slow food, Nice experience , but we were not wowed",124
Wok to Walk,Amsterdam,"('Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,20.0,1998.0,"The perfect place for a quick bite, best iv had , better than UK",125
Yamazato Restaurant,Amsterdam,"('Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,100.0,1006.0,"Amazing menu. Incredible atmosphere, Excellent japanese dinner",126
De Nachtwacht,Amsterdam,"('Steakhouse', 'Dutch', 'Bar', 'Barbecue', 'European', 'Gluten Free Options')",4.5,50.0,968.0,"Ribs steak beer wine and atmosphere, Consistently good for many years",127
Arles,Amsterdam,"('French', 'Vegetarian Friendly', 'Vegan Options')",5.0,50.0,87.0,"Dinner with Family and Friends, Casual fine dining",128
La Oliva,Amsterdam,"('Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,642.0,"great Spanish evening, Excellent Pinxos!",129
"Cafe de Dam, Louis Bar",Amsterdam,Pub,4.5,20.0,272.0,"The place to be!, Good Surprise....",130
The Good Companion,Amsterdam,"('Bar', 'Seafood', 'European', 'British', 'Gastropub', 'Pub', 'Vegetarian Friendly')",5.0,50.0,80.0,"Excellent Fish and Chips, Excellent fish and chips",131
Thaise Snackbar Bird,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,436.0,"Third visit, Very Tasty",132
Kinnaree Thai Cuisine,Amsterdam,"('Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,512.0,"Good Thai food, Really nice food",133
Blue Amsterdam,Amsterdam,"('Dutch', 'Bar', 'Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,508.0,"Last meal of the trip, Hidden away spot",134
Wilde Zwijnen,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,366.0,"Nice place in Oost, Understated excellence",135
Wink,Amsterdam,"('Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",5.0,50.0,199.0,"This must be one of the most underated res..., Excellent",136
Mothers,Amsterdam,"('Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,1987.0,"Kitschy historic delicious Dutch fare, Awesome Traditional Dutch Food and Atmosph...",137
Pllek,Amsterdam,"('Dutch', 'Bar', 'European', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.0,50.0,714.0,"Quirky set up, great food & atmosphere, Enjoy the view of Het Y",138
Casa Nostra,Amsterdam,"('Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options')",4.5,50.0,448.0,"One of the best restaurants in Amsterdam, A cosy excellent restaurant",139
Pasta Pasta,Amsterdam,"('Italian', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,1003.0,"Awesome food and great service, If you want real homemade pasta, go here...",140
Hasta La Pasta,Amsterdam,"('Italian', 'European', 'Vegetarian Friendly', 'Vegan Options')",4.5,20.0,385.0,"Relatively good value for money, Very vegan friendly!",141
Bistrot des Alpes,Amsterdam,"('French', 'Swiss', 'European', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options')",5.0,50.0,136.0,"Yummy cheese fondue, Great place !",142
Cafe Loetje,Amsterdam,"('Steakhouse', 'Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,50.0,1447.0,"Excellent, Best steak",143
Bridges,Amsterdam,"('French', 'Dutch', 'Seafood', 'European', 'Vegetarian Friendly', 'Gluten Free Options')",4.5,100.0,961.0,"Very good food, just a little boring, We only had breakfast but it was very good",144
